,key,name,CF1,CF2,CF3,CF4,CF5,CF6,CF7
21,"('biosphere3', 'd157416d-db9b-4f88-a7f3-a9a5f1ea88f2')","'Acetic acid' (kilogram, None, ('air',))",0,0,0,0.684871795,0,10.38255572,0
22,"('biosphere3', 'b9b68c0c-053e-41de-ab72-8dfe1c3f5755')","'Acetic acid' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0.684871795,0,10.51595427,0
23,"('biosphere3', '7a2d7097-20c4-4b5f-b2ee-bcfc2ba1378f')","'Acetone' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0.355910256,0,0.079034697,2.83E-09
24,"('biosphere3', 'f3d5fd96-8805-4d3d-867a-5df27975b07f')","'Acetone' (kilogram, None, ('air',))",0,0,0,0.355910256,0,0.079150389,6.25E-09
25,"('biosphere3', '1f130425-11f9-4ec2-8d2f-d282acaacf5c')","'Acetone' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0.355910256,0,0.079266081,9.67E-09
26,"('biosphere3', 'f7553ef8-e4f3-4b9c-98be-81fa36315648')","'Acetonitrile' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0.740570516,2.96E-08
27,"('biosphere3', '1dcae348-9373-4ff6-96f0-1a444fa96587')","'Acifluorfen' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,1.65E-06
28,"('biosphere3', '12840cef-c3b8-4ef2-b7d4-3a73dbd6a280')","'Acrolein' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,7.450692308,0,108.5753067,5.56E-05
29,"('biosphere3', 'd896ced7-a107-4017-b284-d95a8ef3e735')","'Acrolein' (kilogram, None, ('air',))",0,0,0,7.450692308,0,106.6102461,0.00073174
30,"('biosphere3', '7ed6dc0d-9c2e-4046-a44b-e8a708c2081e')","'Acrolein' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,7.450692308,0,104.6451855,0.00140792
31,"('biosphere3', '42f51ad5-6190-4641-b961-f411310554e9')","'Acrylic acid' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,14.54163513,9.71E-05
32,"('biosphere3', '02703daf-fde4-489a-b7e5-523e46151312')","'Actinides, radioactive, unspecified' (kilo Becquerel, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
33,"('biosphere3', '72958cbe-6609-46c2-bbfa-ee4ab826ca12')","'Aerosols, radioactive, unspecified' (kilo Becquerel, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
34,"('biosphere3', 'de9e0841-d02a-4af0-993a-39e32e69e7d3')","'Alachlor' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,1920.935036,0
35,"('biosphere3', 'ba1a3dcb-d53a-42fd-80f0-d09f3a12ffe2')","'Aldehydes, unspecified' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
36,"('biosphere3', '06f0a67c-ec68-435d-8c32-0decd79a4a1a')","'Aldehydes, unspecified' (kilogram, None, ('air',))",0,0,0,0,0,0,0
37,"('biosphere3', 'd961f86b-e36b-4ac6-8cd4-b253e496de79')","'Aldehydes, unspecified' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,0,0
38,"('biosphere3', '46e63323-cffd-4c46-829b-5f006b50fa9b')","'Aluminium' (kilogram, None, ('air', 'low population density, long-term'))",0,0,0,0,0,0,0
39,"('biosphere3', '9c3bd678-1b2f-4b95-a245-d5c8a3fe326b')","'Aluminium' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
40,"('biosphere3', 'ff65658c-2d39-44a2-b23e-7ec3c644f064')","'Aluminium' (kilogram, None, ('air',))",0,0,0,0,0,0,0
41,"('biosphere3', '6f0b8b7c-3888-4174-b7e3-916d42d678ee')","'Aluminium' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,0,0
42,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","'Ammonia' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,1.88,0.1186,0,0,0,0
43,"('biosphere3', '87883a4e-1e3e-4c9d-90c0-f1bea36f8014')","'Ammonia' (kilogram, None, ('air',))",0,1.88,0.1186,0,0,0,0
44,"('biosphere3', '9990b51b-7023-4700-bca0-1a32ef921f74')","'Ammonia' (kilogram, None, ('air', 'urban air close to ground'))",0,1.88,0.1186,0,0,0,0
45,"('biosphere3', '11f41c41-7733-49bc-b1b1-1f00fbade521')","'Ammonium carbonate' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,0,0
46,"('biosphere3', '79def65c-bd77-4fb2-a1df-f4dba98ada8f')","'Aniline' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,3.007767568,1.78E-06
47,"('biosphere3', '48adac6a-94d3-4a65-901b-e60824c01a65')","'Anthranilic acid' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,0,0
48,"('biosphere3', 'fa39136e-1ef6-43c1-af68-104da104568d')","'Antimony' (kilogram, None, ('air', 'low population density, long-term'))",0,0,0,0,0,493.0497906,0.000154513
49,"('biosphere3', '43b29ad9-26dd-4838-b931-6216e55a0120')","'Antimony' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,493.0497906,0.000154513
50,"('biosphere3', '77927dac-dea3-429d-a434-d5a71d92c4f7')","'Antimony' (kilogram, None, ('air',))",0,0,0,0,0,491.036034,0.000170539
51,"('biosphere3', '3ea5684a-6d64-4f96-8c09-1d90f997c9d4')","'Antimony' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,489.0222775,0.000186565
52,"('biosphere3', '7567e592-ecfa-467b-9f11-19f11786505b')","'Antimony-124' (kilo Becquerel, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
53,"('biosphere3', '51f80fcc-8eb0-4912-afbd-e9b9861e45a4')","'Antimony-125' (kilo Becquerel, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
54,"('biosphere3', '38321e66-f6ab-4908-b26f-c17267559bc5')","'Argon-40' (kilogram, None, ('air',))",0,0,0,0,0,0,0
55,"('biosphere3', '091d8157-f865-4858-8ceb-0a49ac84614b')","'Argon-41' (kilo Becquerel, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
56,"('biosphere3', 'ed751c30-a896-44f3-9a83-2a5328dde94d')","'Arsenic' (kilogram, None, ('air', 'low population density, long-term'))",0,0,0,0,0,6437.001348,0.01676327
57,"('biosphere3', '7348af7c-e102-4a03-a0df-efce16469eed')","'Arsenic' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,6437.001348,0.01676327
58,"('biosphere3', 'dc6dbdaa-9f13-43a8-8af5-6603688c6ad0')","'Arsenic' (kilogram, None, ('air',))",0,0,0,0,0,6405.04499,0.017129612
59,"('biosphere3', 'f4d0a2c8-efef-4188-85da-5801097389a2')","'Arsenic' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,6373.088632,0.017495954
60,"('biosphere3', 'fd9a5a38-992d-4c53-9b0f-16a69d37fb54')","'Arsine' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,0,0
61,"('biosphere3', 'c63b5ff6-0ca1-44a0-92ba-f634fb8373ad')","'Atrazine' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,3287.781362,1.95E-06
62,"('biosphere3', '0b5b83a4-ef85-4db6-a739-79f8e00d5dac')","'Azoxystrobin' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,2258.577663,0
63,"('biosphere3', 'cd5898ca-96ad-4038-b7ac-edf544d2800a')","'Barium' (kilogram, None, ('air', 'low population density, long-term'))",0,0,0,0,0,612.0648333,3.86E-05
64,"('biosphere3', '24cf82f8-c517-4fef-8f93-17519adb855e')","'Barium' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,612.0648333,3.86E-05
65,"('biosphere3', '7e246e3a-5cff-43fc-a8e6-02d191424559')","'Barium' (kilogram, None, ('air',))",0,0,0,0,0,609.6410529,4.19E-05
66,"('biosphere3', '5ffb3576-740f-41ba-814f-8538d83a4b3b')","'Barium' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,607.2172724,4.52E-05
67,"('biosphere3', '3f206533-f017-4d74-8a2d-e563af85d417')","'Barium-140' (kilo Becquerel, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
68,"('biosphere3', '29bb09a9-cfef-419e-8322-88e2f6bc0558')","'Bentazone' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,7.464759481,1.75E-07
69,"('biosphere3', 'a65f4744-f555-44cb-8534-aa5adc72d7a7')","'Benzal chloride' (kilogram, None, ('air',))",0,0,0,0,0,0,0
70,"('biosphere3', '36b918a7-5b52-4853-812a-1f49c2366d89')","'Benzal chloride' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,0,0
71,"('biosphere3', 'fe65f7e4-ee5b-4a6f-9d60-6c2f829dca3f')","'Benzaldehyde' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,3.142499094,7.79E-08
72,"('biosphere3', 'eb15dd66-43ee-4161-ac90-2cd6d19ca72d')","'Benzene' (kilogram, None, ('air', 'lower stratosphere + upper troposphere'))",0,0,0,0,0,0.063812343,1.50E-07
73,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","'Benzene' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0.720728205,0,0.063812343,1.50E-07
74,"('biosphere3', '28999907-a8a7-45b3-857e-836495ca2aa0')","'Benzene' (kilogram, None, ('air',))",0,0,0,0.720728205,0,0.0639986,3.72E-07
75,"('biosphere3', '1bb6a502-3ff9-4a79-835c-5588b855f1f5')","'Benzene' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0.720728205,0,0.064184856,5.94E-07
76,"('biosphere3', '9645e02f-855a-4b9f-8baf-f34a08fa80c4')","'Benzene, dichloro' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,2.754061574,5.75E-08
77,"('biosphere3', 'e0e605c8-370b-4b5a-b6d4-2e7a5a1a6709')","'Benzene, ethyl-' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,3.037769231,0,0.027150515,5.65E-08
78,"('biosphere3', '88ef28f1-cfd5-44a0-ac34-01acf2db84a0')","'Benzene, ethyl-' (kilogram, None, ('air',))",0,0,0,3.037769231,0,0.028375653,3.40E-07
79,"('biosphere3', '7c09916a-b6b5-47f5-bdf6-30d2511beb82')","'Benzene, ethyl-' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,3.037769231,0,0.029600791,6.23E-07
80,"('biosphere3', '04f42988-6207-4d09-a91f-155be8d27eb0')","'Benzene, hexachloro-' (kilogram, None, ('air',))",0,0,0,0,0,624.2731987,9.63E-05
81,"('biosphere3', '1af44724-172c-462b-b277-bb4b2fd32c33')","'Benzene, hexachloro-' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,626.6336236,0.000101082
82,"('biosphere3', 'c75dd699-08a5-4215-acf5-e618995e768f')","'Benzene, pentachloro-' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,342.0626109,2.46E-05
83,"('biosphere3', '81c4ba39-8a3f-4a43-97b4-401605bbebf5')","'Benzo(a)pyrene' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,43.5330803,2.48E-05
84,"('biosphere3', '5e13c2ab-5466-4ff5-816d-702dfdf25f76')","'Benzo(a)pyrene' (kilogram, None, ('air',))",0,0,0,0,0,107.014536,3.49E-05
85,"('biosphere3', '2cbb504a-ce2f-40e9-9d38-e130e95a1242')","'Benzo(a)pyrene' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,170.4959918,4.50E-05
86,"('biosphere3', '5457df7d-0461-407c-9f09-0338dbff77ef')","'Beryllium' (kilogram, None, ('air', 'low population density, long-term'))",0,0,0,0,0,1631.165194,0.00855734
87,"('biosphere3', '5d4b497b-d265-42d1-a41a-113785a6d694')","'Beryllium' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,1631.165194,0.00855734
88,"('biosphere3', '20557d93-2b1c-49b5-b6c0-3528a8bbc307')","'Beryllium' (kilogram, None, ('air',))",0,0,0,0,0,1621.987585,0.047116574
89,"('biosphere3', '19e97bd6-d0ae-4208-bd77-d58e5d46d827')","'Beryllium' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,1612.809976,0.085675808
90,"('biosphere3', 'd03809fd-dae9-4771-aec0-934a40bbb7e5')","'Boric acid' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,0,0
91,"('biosphere3', '0fbca534-f355-4477-b29f-7b5fc2fbce64')","'Boron' (kilogram, None, ('air', 'low population density, long-term'))",0,0,0,0,0,0,0
92,"('biosphere3', '512364ac-5bba-4b77-8712-981247617519')","'Boron' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
93,"('biosphere3', 'b8fc2875-a1ce-4a7c-a73d-6ba5b26319d3')","'Boron' (kilogram, None, ('air',))",0,0,0,0,0,0,0
94,"('biosphere3', '3e419ebc-c0f1-4f85-a544-cf3460a680b6')","'Boron' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,0,0
95,"('biosphere3', '0367c22a-f1f5-48bc-8dea-95e784d19df2')","'Boron trifluoride' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,0,0
96,"('biosphere3', 'd32f9dd8-9514-4c22-8c99-2e108609731f')","'Bromine' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
97,"('biosphere3', 'c24f5894-f95e-4661-ba76-130397348894')","'Bromine' (kilogram, None, ('air',))",0,0,0,0,0,0,0
98,"('biosphere3', '77c46f0e-c8c0-4bc3-992c-2a9725d49f70')","'Bromine' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,0,0
99,"('biosphere3', '91c76c8e-d725-475d-9be6-a90b99747075')","'Butadiene' (kilogram, None, ('air', 'lower stratosphere + upper troposphere'))",0,0,0,0,0,0,4.15E-08
100,"('biosphere3', '8a970585-5ce2-4226-b60d-df1c34649a56')","'Butadiene' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,12.61210256,0,0,4.15E-08
101,"('biosphere3', '5064da53-d4ec-44ee-ba23-b20a4f8c4964')","'Butadiene' (kilogram, None, ('air',))",0,0,0,12.61210256,0,0,1.43E-06
102,"('biosphere3', 'e7140812-ce3d-49f5-97b0-2fef538217a5')","'Butadiene' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,12.61210256,0,0,2.81E-06
103,"('biosphere3', 'fa5512cf-04a2-4014-8e96-d3e2d137f0df')","'Butane' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,1.151030769,0,0,0
104,"('biosphere3', '982b0510-96ac-4bcb-a758-e98006b95f4d')","'Butane' (kilogram, None, ('air',))",0,0,0,1.151030769,0,0,0
105,"('biosphere3', '892f10da-7bf2-42b3-b171-221989661a05')","'Butane' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,1.151030769,0,0,0
106,"('biosphere3', 'efc4290c-1404-4e01-8b5e-e75c6d90615c')","'Butanol' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,2.880410256,0,0.11031405,5.27E-08
107,"('biosphere3', '53fc7ec9-1b3f-4d89-ade6-8ca2934c1695')","'Butene' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,0,0
108,"('biosphere3', '9036f1b8-4be6-4d97-96d8-c504acdfa2f0')","'Butyrolactone' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,30.31622065,0
109,"('biosphere3', '23eaa36d-add4-4219-961e-ca7104dc0de9')","'Cadmium' (kilogram, None, ('air', 'low population density, long-term'))",0,0,0,0,0,3955.359738,0.046678373
110,"('biosphere3', 'dd1bbaa1-d1f1-4584-aeb2-6f02bfb04e87')","'Cadmium' (kilogram, None, ('air', 'lower stratosphere + upper troposphere'))",0,0,0,0,0,3955.359738,0.046678373
111,"('biosphere3', 'e2d58f90-9aac-4ac4-87f7-bbd6cfc358e3')","'Cadmium' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,3955.359738,0.046678373
112,"('biosphere3', '1c5a7322-9261-4d59-a692-adde6c12de92')","'Cadmium' (kilogram, None, ('air',))",0,0,0,0,0,3938.524791,0.045698222
113,"('biosphere3', '36e53653-1338-42c7-816c-f6667809e0b1')","'Cadmium' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,3921.689844,0.04471807
114,"('biosphere3', 'cac53ea3-b11c-47a6-adfd-678672a088e6')","'Calcium' (kilogram, None, ('air', 'low population density, long-term'))",0,0,0,0,0,0,0
115,"('biosphere3', '15fd8f0f-c3c2-4f63-b8d0-86793a22aacd')","'Calcium' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
116,"('biosphere3', 'b87016c6-ac91-4414-98ce-fb665e0a6d2e')","'Calcium' (kilogram, None, ('air',))",0,0,0,0,0,0,0
117,"('biosphere3', 'a912f450-5233-489b-a2e9-8c029fab480f')","'Calcium' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,0,0
118,"('biosphere3', '02eb30a8-ed7c-456b-a1fe-2cdffea4fb8d')","'Carbaryl' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,1134.315045,2.82E-06
119,"('biosphere3', '16eeda8a-1ea2-408e-ab37-2648495058dd')","'Carbon dioxide, fossil' (kilogram, None, ('air', 'lower stratosphere + upper troposphere'))",1,0,0,0,0,0,0
120,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","'Carbon dioxide, fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))",1,0,0,0,0,0,0
121,"('biosphere3', '349b29d1-3e58-4c66-98b9-9d1a076efd2e')","'Carbon dioxide, fossil' (kilogram, None, ('air',))",1,0,0,0,0,0,0
122,"('biosphere3', 'f9749677-9c9f-4678-ab55-c607dfdc2cb9')","'Carbon dioxide, fossil' (kilogram, None, ('air', 'urban air close to ground'))",1,0,0,0,0,0,0
123,"('biosphere3', '78eb1859-abd9-44c6-9ce3-f3b5b33d619c')","'Carbon dioxide, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))",1,0,0,0,0,0,0
124,"('biosphere3', 'e4e9febc-07c1-403d-8d3a-6707bb4d96e6')","'Carbon dioxide, from soil or biomass stock' (kilogram, None, ('air',))",1,0,0,0,0,0,0
125,"('biosphere3', 'd6235194-e4e6-4548-bfa3-ac095131aef4')","'Carbon dioxide, non-fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
126,"('biosphere3', 'eba59fd6-f37e-41dc-9ca3-c7ea22d602c7')","'Carbon dioxide, non-fossil' (kilogram, None, ('air',))",0,0,0,0,0,0,0
127,"('biosphere3', '73ed05cc-9727-4abf-9516-4b5c0fe54a16')","'Carbon dioxide, non-fossil' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,0,0
128,"('biosphere3', '15f9ebbb-b1b5-4bf7-88c6-d99424f5eced')","'Carbon disulfide' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,2.306544061,4.67E-05
129,"('biosphere3', 'd94a5a1a-bc06-48fd-b6d9-7477ea65cacd')","'Carbon disulfide' (kilogram, None, ('air',))",0,0,0,0,0,2.307011338,4.99E-05
130,"('biosphere3', '14b6726a-44bf-4ad4-b933-02470d84c22a')","'Carbon disulfide' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,2.307478615,5.31E-05
131,"('biosphere3', 'a3beb5ac-5149-47f6-a035-53fc5030f10a')","'Carbon monoxide, fossil' (kilogram, None, ('air', 'lower stratosphere + upper troposphere'))",1.5714,0,0,0,0,0,0
132,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","'Carbon monoxide, fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))",1.5714,0,0,0.055622308,0,0,0
133,"('biosphere3', 'ba2f3f82-c93a-47a5-822a-37ec97495275')","'Carbon monoxide, fossil' (kilogram, None, ('air',))",1.5714,0,0,0.055622308,0,0,0
134,"('biosphere3', '6edcc2df-88a3-48e1-83d8-ffc38d31c35b')","'Carbon monoxide, fossil' (kilogram, None, ('air', 'urban air close to ground'))",1.5714,0,0,0.055622308,0,0,0
135,"('biosphere3', '68b9b577-90cf-49e4-88bb-a55d80f3ac5d')","'Carbon monoxide, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))",1.5714,0,0,0,0,0,0
136,"('biosphere3', 'b821ad93-ba6a-4d74-b6ae-ca12cd9563d7')","'Carbon monoxide, non-fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0.055622308,0,0,0
137,"('biosphere3', '2cb2333c-1599-46cf-8435-3dffce627524')","'Carbon monoxide, non-fossil' (kilogram, None, ('air',))",0,0,0,0.055622308,0,0,0
138,"('biosphere3', '9afa0173-ecbd-4f2c-9c5c-b3128a032812')","'Carbon monoxide, non-fossil' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0.055622308,0,0,0
139,"('biosphere3', '19256c0f-bea8-4e61-9499-8cc2f84953f8')","'Carbon-14' (kilo Becquerel, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
140,"('biosphere3', '476ff60f-c2a2-43d6-bbe7-b4c4eea6960a')","'Carbonyl sulfide' (kilogram, None, ('air',))",0,0,0,0,0,0,0
141,"('biosphere3', '9f1f46bb-5629-4fd5-bed0-06f58800017a')","'Carfentrazone-ethyl' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,6746.647913,0
142,"('biosphere3', '7d65e225-0ca3-4467-82f8-a8c09d66eac0')","'Cerium-141' (kilo Becquerel, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
143,"('biosphere3', '39b3200d-f95a-413a-9c96-6d90345d9dca')","'Cesium-134' (kilo Becquerel, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
144,"('biosphere3', 'a9e65945-a4dd-42c2-89cf-81ad2eb6b0fd')","'Cesium-137' (kilo Becquerel, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
145,"('biosphere3', 'b34d0551-cb9a-4d3f-95ad-2cdb380d5cd1')","'Chloramine' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,14691.33244,6.79E-07
146,"('biosphere3', '85807a72-053a-48bf-8604-47b242211d1f')","'Chlorimuron-ethyl' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
147,"('biosphere3', '5370addb-668e-4223-9a58-8ae947807c27')","'Chlorine' (kilogram, None, ('air', 'low population density, long-term'))",0,0,0,0,0,0,0
148,"('biosphere3', 'c76ddd9e-fd9c-47c5-9b95-ad924146f0bb')","'Chlorine' (kilogram, None, ('air', 'non-urban air or from high stacks'))",0,0,0,0,0,0,0
149,"('biosphere3', '39d1390a-ded6-41cb-a536-d47510bf2fbc')","'Chlorine' (kilogram, None, ('air',))",0,0,0,0,0,0,0
150,"('biosphere3', '247ac273-60fa-4e21-9408-793f75fa1d37')","'Chlorine' (kilogram, None, ('air', 'urban air close to ground'))",0,0,0,0,0,0,0
